Transaction_ID,Customer_ID,Transaction_Date,Transaction_Time,Amount,Merchant,Merchant_Category,Location,Transaction_Type,Payment_Method,Device_Type,Customer_Age,Account_Age,Previous_Transactions,Failed_Transactions,Transaction_Frequency,International_Transaction,Fraud
TXN00002063,CUST01024,2024-05-06,03:33:03,140.57,Chase ATM,ATM,"Los Angeles, CA",Refund,Debit Card,Desktop,47,92,40,17,38,No,0
TXN00002064,CUST01223,2024-05-22,08:26:46,207.47,Apple Store,Electronics,"San Antonio, TX",Purchase,Gift Card,Mobile,66,138,98,10,3,No,1
TXN00002065,CUST01098,2023-12-12,17:36:22,43.91,Home Depot,Home Improvement,"Dallas, TX",Subscription,Debit Card,POS Terminal,20,166,305,15,21,No,0
TXN00002066,CUST00034,2023-10-13,07:23:53,826.71,Google Play,Subscription,"Las Vegas, NV",Purchase,Credit Card,Desktop,62,47,359,17,13,No,0
TXN00002067,CUST01295,2023-01-10,00:17:05,791.15,Lyft,Transportation,"New York, NY",Subscription,Credit Card,POS Terminal,31,57,341,15,31,No,0
TXN00002068,CUST01056,2023-04-04,04:58:09,1803.02,Netflix,Subscription,"New York, NY",Purchase,PayPal,Mobile,73,50,455,3,17,No,1
TXN00002069,CUST01178,2023-04-01,14:05:48,241.2,Starbucks,Food & Beverage,"San Antonio, TX",Transfer,Debit Card,Mobile,47,71,78,0,35,No,0
TXN00002070,CUST00496,2023-03-06,04:27:54,200.08,Lyft,Transportation,"Denver, CO",Transfer,Debit Card,POS Terminal,67,143,300,13,23,No,0
TXN00002071,CUST01472,2023-04-05,19:12:21,110.66,Shell Gas,Gas & Fuel,International - UK,Purchase,Crypto,Tablet,21,146,198,11,3,Yes,1
TXN00002072,CUST00295,2024-01-15,23:41:33,37.47,Unknown Merchant,Unknown,"San Antonio, TX",Withdrawal,PayPal,Desktop,35,82,146,9,45,No,1
TXN00002073,CUST00597,2024-05-13,04:44:11,369.6,Venmo Transfer,Money Transfer,"San Diego, CA",Purchase,Debit Card,Mobile,79,116,487,18,2,No,0
TXN00002074,CUST00880,2024-06-03,11:11:25,124.04,PayPal,Money Transfer,"Seattle, WA",Transfer,Debit Card,Tablet,54,105,105,3,3,No,0
TXN00002075,CUST00004,2024-01-31,22:24:02,101.39,Airbnb,Travel,"New York, NY",Purchase,Bank Transfer,POS Terminal,42,88,400,19,20,No,0
TXN00002076,CUST01260,2023-06-24,17:05:35,237.63,Best Buy,Electronics,"Philadelphia, PA",Purchase,Credit Card,Mobile,65,2,192,2,48,No,0
TXN00002077,CUST00723,2023-01-18,21:14:59,57.31,Venmo Transfer,Money Transfer,"Miami, FL",Refund,Credit Card,Mobile,18,104,492,3,44,No,0
TXN00002078,CUST00493,2024-03-31,19:41:09,809.48,Bank Transfer,Money Transfer,"San Antonio, TX",Purchase,Credit Card,Tablet,70,84,476,14,9,No,0
TXN00002079,CUST01169,2024-03-21,01:09:24,122.74,Bank Transfer,Money Transfer,International - Mexico,Purchase,Debit Card,Mobile,63,43,121,10,48,Yes,0
TXN00002080,CUST00854,2024-03-20,18:36:26,304.21,Venmo Transfer,Money Transfer,"Chicago, IL",Purchase,Gift Card,Mobile,32,154,76,15,4,No,0
TXN00002081,CUST00384,2024-01-08,10:29:50,46.44,Chase ATM,ATM,"San Antonio, TX",Purchase,Credit Card,Desktop,26,71,311,3,25,No,0
TXN00002082,CUST01361,2023-08-01,14:36:00,115.34,Home Depot,Home Improvement,"Los Angeles, CA",Purchase,Debit Card,Mobile,32,166,111,5,1,No,0
TXN00002083,CUST01369,2024-06-22,19:59:13,42.49,Target,Retail,"San Jose, CA",Withdrawal,Debit Card,POS Terminal,66,94,348,7,39,No,0
TXN00002084,CUST00176,2023-03-15,10:36:00,79.69,CVS Pharmacy,Healthcare,"New York, NY",Purchase,Debit Card,Desktop,74,42,296,12,12,No,0
TXN00002085,CUST01073,2024-04-05,12:03:56,31.03,Walmart,Retail,"Philadelphia, PA",Purchase,Gift Card,Mobile,41,133,169,19,40,No,0
TXN00002086,CUST00739,2023-05-21,15:53:06,431.63,Starbucks,Food & Beverage,"San Diego, CA",Purchase,Debit Card,Desktop,21,139,5,3,40,No,0
TXN00002087,CUST00139,2023-10-26,05:31:51,217.32,Target,Retail,"Boston, MA",Purchase,Debit Card,Mobile,29,65,196,4,24,No,0
TXN00002088,CUST01078,2024-01-12,01:58:59,22.14,Chase ATM,ATM,"San Jose, CA",Purchase,Debit Card,Mobile,76,34,97,9,9,No,0
TXN00002089,CUST01115,2024-05-15,16:09:08,94.16,Amazon,E-commerce,"Chicago, IL",Transfer,Debit Card,Mobile,75,120,458,4,46,No,0
TXN00002090,CUST01040,2024-06-29,19:58:00,93.59,Walmart,Retail,"Los Angeles, CA",Transfer,Bank Transfer,POS Terminal,54,1,328,11,20,No,1
TXN00002091,CUST01040,2023-12-03,19:56:33,196.11,McDonald's,Food & Beverage,"Los Angeles, CA",Transfer,Credit Card,Mobile,78,130,229,0,5,No,0
TXN00002092,CUST01135,2023-08-20,17:53:45,102.09,Home Depot,Home Improvement,"Houston, TX",Transfer,Credit Card,Mobile,54,148,167,9,20,No,1
TXN00002093,CUST00042,2024-03-19,20:05:55,447.84,Target,Retail,"San Diego, CA",Purchase,PayPal,Desktop,60,61,296,4,21,No,0
TXN00002094,CUST00800,2023-04-08,06:34:35,386.41,Unknown Merchant,Unknown,"San Diego, CA",Transfer,Credit Card,Tablet,77,149,264,18,2,No,0
TXN00002095,CUST00963,2023-03-19,05:43:09,1716.78,Airbnb,Travel,"Dallas, TX",Transfer,PayPal,Mobile,23,88,7,18,21,No,1
TXN00002096,CUST00090,2023-09-10,14:42:27,8.4,Amazon,E-commerce,"Miami, FL",Purchase,Debit Card,Tablet,56,68,171,19,42,No,1
TXN00002097,CUST01302,2023-02-19,07:41:38,626.93,Walmart,Retail,"Los Angeles, CA",Subscription,Bank Transfer,Mobile,73,127,441,11,24,No,1
TXN00002098,CUST00793,2024-02-22,11:55:57,315.41,Target,Retail,"Philadelphia, PA",Transfer,PayPal,ATM,63,140,359,15,9,No,0
TXN00002099,CUST00765,2023-05-24,14:35:47,98.48,Home Depot,Home Improvement,"Dallas, TX",Purchase,Debit Card,POS Terminal,41,22,194,4,39,No,0
TXN00002100,CUST00520,2023-11-11,19:54:30,89.3,Netflix,Subscription,"New York, NY",Purchase,PayPal,POS Terminal,28,148,268,16,30,No,1
TXN00002101,CUST00034,2024-06-28,06:46:33,109.3,Netflix,Subscription,"Las Vegas, NV",Purchase,Crypto,Mobile,79,82,18,13,18,No,0
TXN00002102,CUST00732,2023-01-16,08:05:57,163.6,Bank Transfer,Money Transfer,"Miami, FL",Purchase,Credit Card,Mobile,30,129,353,11,44,No,0
TXN00002103,CUST00139,2023-11-02,20:53:58,63.49,Amazon,E-commerce,"Philadelphia, PA",Purchase,Debit Card,Tablet,51,30,351,12,43,No,0
TXN00002104,CUST00707,2024-03-07,21:42:45,17.74,Google Play,Subscription,"Houston, TX",Purchase,Credit Card,POS Terminal,42,126,48,13,10,No,0
TXN00002105,CUST00494,2024-02-21,15:32:01,65.13,McDonald's,Food & Beverage,"Phoenix, AZ",Transfer,Debit Card,Mobile,24,97,463,4,45,No,0
TXN00002106,CUST01346,2024-02-16,17:33:00,88.33,Starbucks,Food & Beverage,"Philadelphia, PA",Purchase,Credit Card,Desktop,69,24,355,4,41,No,0
TXN00002107,CUST01287,2024-01-15,11:28:45,240.85,PayPal,Money Transfer,"San Jose, CA",Subscription,Credit Card,Desktop,21,14,337,17,48,No,0
TXN00002108,CUST00213,2023-02-19,15:46:21,29.21,Lyft,Transportation,"San Antonio, TX",Refund,Debit Card,Desktop,76,36,461,13,21,No,0
TXN00002109,CUST01192,2024-02-08,01:01:04,262.73,Venmo Transfer,Money Transfer,"Los Angeles, CA",Purchase,Credit Card,Mobile,25,24,157,17,22,No,0
TXN00002110,CUST00681,2024-03-30,03:59:58,28.63,Lyft,Transportation,"San Jose, CA",Transfer,PayPal,Tablet,37,95,65,19,17,No,0
TXN00002111,CUST00274,2024-02-23,15:20:55,195.72,Apple Store,Electronics,"Philadelphia, PA",Transfer,Credit Card,Mobile,46,55,460,0,5,No,0
TXN00002112,CUST00091,2024-05-21,04:34:51,92.49,Google Play,Subscription,"Phoenix, AZ",Withdrawal,Credit Card,Desktop,71,24,346,6,6,No,0
TXN00002113,CUST00722,2023-04-07,09:11:33,103.91,Apple Store,Electronics,"Las Vegas, NV",Transfer,Bank Transfer,Mobile,70,152,58,16,10,No,0
TXN00002114,CUST01119,2023-06-11,03:24:17,128.43,Lyft,Transportation,"Denver, CO",Refund,Gift Card,Mobile,68,26,308,2,43,No,0
TXN00002115,CUST00694,2024-05-26,12:51:55,280.61,Shell Gas,Gas & Fuel,"San Jose, CA",Purchase,Bank Transfer,POS Terminal,62,80,307,9,2,No,0
TXN00002116,CUST01317,2023-04-02,03:06:59,60.43,Apple Store,Electronics,"New York, NY",Transfer,Debit Card,Desktop,63,166,336,6,7,No,1
TXN00002117,CUST00359,2023-05-21,07:49:27,176.02,Google Play,Subscription,"Denver, CO",Purchase,Gift Card,Tablet,27,65,158,11,46,No,0
TXN00002118,CUST01403,2024-04-10,08:04:55,79.77,Shell Gas,Gas & Fuel,"Houston, TX",Purchase,Credit Card,Desktop,60,75,270,14,4,No,1
TXN00002119,CUST00952,2024-06-23,23:45:48,780.7,Best Buy,Electronics,"Boston, MA",Purchase,Debit Card,Mobile,51,179,120,15,37,No,0
TXN00002120,CUST01425,2023-05-20,18:16:45,233.2,McDonald's,Food & Beverage,"New York, NY",Transfer,Debit Card,Desktop,74,163,253,7,19,No,0
TXN00002121,CUST00981,2023-01-05,03:14:47,34.71,Airbnb,Travel,"Dallas, TX",Transfer,Debit Card,POS Terminal,43,43,403,5,28,No,0
TXN00002122,CUST01294,2024-03-06,20:45:47,1076.38,Amazon,E-commerce,"Seattle, WA",Purchase,Debit Card,Mobile,58,29,260,3,20,No,0
TXN00002123,CUST00374,2023-12-14,09:01:30,246.73,Lyft,Transportation,"San Diego, CA",Withdrawal,Credit Card,POS Terminal,66,165,134,10,30,No,1
TXN00002124,CUST00277,2023-09-02,02:54:13,28.57,Airbnb,Travel,"New York, NY",Transfer,Bank Transfer,Mobile,75,81,273,16,42,No,0
TXN00002125,CUST00130,2023-04-06,13:43:50,19.46,Lyft,Transportation,"Houston, TX",Subscription,Credit Card,Desktop,20,54,55,1,38,No,0
TXN00002126,CUST01467,2023-01-31,09:40:53,27.84,Netflix,Subscription,"Phoenix, AZ",Subscription,Bank Transfer,POS Terminal,73,39,330,5,2,No,0
TXN00002127,CUST00938,2023-04-11,01:18:14,37.39,Bank Transfer,Money Transfer,"Miami, FL",Subscription,Credit Card,Tablet,23,42,95,3,3,No,0
TXN00002128,CUST00076,2024-03-22,16:17:14,145.7,PayPal,Money Transfer,"Los Angeles, CA",Subscription,Bank Transfer,POS Terminal,22,156,113,2,47,No,1
TXN00002129,CUST00601,2023-06-10,04:24:14,134.11,Uber,Transportation,International - Canada,Transfer,Bank Transfer,Mobile,22,29,474,6,42,Yes,0
TXN00002130,CUST00413,2024-05-21,22:06:02,293.47,Netflix,Subscription,"San Antonio, TX",Transfer,Credit Card,Desktop,71,171,473,6,49,No,0
TXN00002131,CUST00090,2023-05-06,05:10:37,83.69,Starbucks,Food & Beverage,"New York, NY",Purchase,Debit Card,Mobile,64,131,356,15,39,No,0
TXN00002132,CUST00409,2023-03-10,05:06:02,88.88,Walmart,Retail,"Dallas, TX",Purchase,PayPal,Mobile,40,138,428,1,25,No,0
TXN00002133,CUST00086,2024-03-12,21:41:21,139.08,Netflix,Subscription,"Seattle, WA",Purchase,Debit Card,POS Terminal,66,142,27,7,2,No,0
TXN00002134,CUST00647,2023-07-19,10:21:44,336.73,Home Depot,Home Improvement,"Philadelphia, PA",Withdrawal,Debit Card,Desktop,26,175,305,14,39,No,0
TXN00002135,CUST00636,2023-01-28,04:32:44,12.54,Target,Retail,"Dallas, TX",Purchase,PayPal,Tablet,52,42,1,15,15,No,0
TXN00002136,CUST01056,2023-03-07,17:15:02,89.33,Home Depot,Home Improvement,"Chicago, IL",Transfer,Credit Card,Mobile,37,94,211,0,3,No,0
TXN00002137,CUST00816,2023-04-07,20:53:44,591.37,Airbnb,Travel,International - Unknown,Purchase,Crypto,Desktop,75,160,67,9,5,Yes,0
TXN00002138,CUST01113,2024-01-29,03:17:18,131.81,Google Play,Subscription,"Los Angeles, CA",Purchase,Debit Card,Desktop,66,32,127,6,40,No,1
TXN00002139,CUST00970,2023-08-20,21:53:45,855.69,Target,Retail,"Philadelphia, PA",Withdrawal,Credit Card,Tablet,78,170,332,15,36,No,0
TXN00002140,CUST00519,2023-10-10,09:14:34,45.72,Bank Transfer,Money Transfer,International - Canada,Refund,Credit Card,Mobile,76,160,23,9,40,Yes,1
TXN00002141,CUST00075,2024-02-27,20:51:27,358.89,Unknown Merchant,Unknown,"San Antonio, TX",Purchase,Debit Card,ATM,59,26,252,11,38,No,1
TXN00002142,CUST01325,2023-05-14,06:54:55,68.2,Target,Retail,"Chicago, IL",Transfer,Credit Card,Desktop,52,115,367,16,37,No,0
TXN00002143,CUST00392,2023-11-25,14:14:53,67.55,Netflix,Subscription,International - Canada,Purchase,Crypto,Mobile,67,129,229,12,27,Yes,0
TXN00002144,CUST00586,2024-05-26,04:58:47,128.73,Unknown Merchant,Unknown,International - UK,Withdrawal,Bank Transfer,Desktop,35,56,487,11,5,Yes,0
TXN00002145,CUST00732,2023-01-01,01:35:42,34.6,Netflix,Subscription,"New York, NY",Purchase,Debit Card,Desktop,79,122,175,14,17,No,0
TXN00002146,CUST00098,2023-07-12,21:20:19,860.62,Lyft,Transportation,"Houston, TX",Purchase,Credit Card,Mobile,34,106,428,13,38,No,0
TXN00002147,CUST01343,2023-08-22,11:35:23,148.84,Starbucks,Food & Beverage,"Las Vegas, NV",Transfer,Credit Card,Desktop,41,130,374,18,45,No,0
TXN00002148,CUST00680,2023-02-05,20:36:05,125.14,Venmo Transfer,Money Transfer,"Seattle, WA",Purchase,Credit Card,Mobile,20,81,220,18,41,No,0
TXN00002149,CUST00560,2024-02-08,11:07:14,171.14,PayPal,Money Transfer,"Denver, CO",Subscription,Bank Transfer,Mobile,49,158,441,13,12,No,0
TXN00002150,CUST00255,2023-08-16,21:18:47,124.58,Home Depot,Home Improvement,"Phoenix, AZ",Transfer,PayPal,Mobile,52,120,35,17,42,No,1
TXN00002151,CUST00754,2024-05-26,23:35:16,116.92,Starbucks,Food & Beverage,"Los Angeles, CA",Withdrawal,Crypto,POS Terminal,55,52,1,4,31,No,1
TXN00002152,CUST00895,2024-02-19,20:23:25,183.65,Apple Store,Electronics,"Boston, MA",Refund,PayPal,Desktop,30,91,382,19,33,No,0
TXN00002153,CUST00820,2023-12-12,13:54:55,67.5,Uber,Transportation,"Los Angeles, CA",Refund,Credit Card,Mobile,73,137,360,5,43,No,0
TXN00002154,CUST00901,2023-04-19,15:05:13,203.09,Lyft,Transportation,"Los Angeles, CA",Purchase,PayPal,POS Terminal,78,22,273,17,29,No,0
TXN00002155,CUST00792,2024-03-24,05:23:30,1948.89,McDonald's,Food & Beverage,"Dallas, TX",Subscription,Credit Card,Desktop,64,34,176,13,38,No,0
TXN00002156,CUST00695,2024-01-16,22:31:00,268.32,Lyft,Transportation,International - UK,Purchase,Gift Card,Desktop,42,110,263,3,3,Yes,0
TXN00002157,CUST00383,2024-06-23,21:37:51,714.23,Target,Retail,"New York, NY",Withdrawal,Credit Card,Mobile,26,49,185,0,38,No,1
TXN00002158,CUST01017,2023-09-01,01:33:02,165.12,Airbnb,Travel,"Seattle, WA",Subscription,Debit Card,POS Terminal,21,129,14,12,41,No,0
TXN00002159,CUST01418,2024-02-10,23:12:18,82.78,Venmo Transfer,Money Transfer,"San Antonio, TX",Purchase,Credit Card,Mobile,31,73,488,10,40,No,0
TXN00002160,CUST01019,2023-10-01,11:56:20,97.46,Walmart,Retail,"Denver, CO",Transfer,Debit Card,Mobile,54,84,400,2,30,No,0
TXN00002161,CUST00753,2024-04-15,19:52:03,106.26,Venmo Transfer,Money Transfer,"San Diego, CA",Refund,Debit Card,Tablet,51,53,278,16,47,No,0
TXN00002162,CUST01064,2024-02-23,00:57:07,214.94,McDonald's,Food & Beverage,"Los Angeles, CA",Subscription,Debit Card,POS Terminal,28,100,193,17,22,No,0
TXN00002163,CUST00547,2024-02-01,14:05:38,360.74,Chase ATM,ATM,"Atlanta, GA",Transfer,Debit Card,Desktop,58,124,197,9,38,No,0
TXN00002164,CUST00170,2023-06-12,23:41:30,1526.98,Venmo Transfer,Money Transfer,"San Jose, CA",Purchase,Credit Card,Mobile,73,168,348,15,32,No,1
TXN00002165,CUST01490,2024-06-18,07:57:01,264.58,Unknown Merchant,Unknown,"Chicago, IL",Transfer,Bank Transfer,POS Terminal,20,45,410,12,43,No,1
TXN00002166,CUST00870,2023-03-18,21:39:50,32.58,Target,Retail,International - Unknown,Purchase,Debit Card,Desktop,76,137,420,19,10,Yes,1
TXN00002167,CUST00162,2024-05-29,16:04:33,26.12,Starbucks,Food & Beverage,"Dallas, TX",Transfer,Gift Card,Desktop,45,105,304,11,32,No,0
TXN00002168,CUST00882,2023-02-04,17:55:52,112.1,Walmart,Retail,"Denver, CO",Refund,Credit Card,Desktop,46,150,63,3,43,No,0
TXN00002169,CUST01234,2023-07-04,03:52:15,403.64,Netflix,Subscription,"Boston, MA",Purchase,Debit Card,Mobile,26,146,289,7,4,No,0
TXN00002170,CUST00370,2023-01-29,12:46:13,105.71,Bank Transfer,Money Transfer,"Chicago, IL",Withdrawal,PayPal,Mobile,20,106,17,11,29,No,1
TXN00002171,CUST01118,2023-05-27,01:56:49,39.56,Venmo Transfer,Money Transfer,"Atlanta, GA",Withdrawal,Credit Card,Tablet,42,43,63,18,45,No,0
TXN00002172,CUST00602,2023-04-21,00:52:13,357.76,Target,Retail,"San Jose, CA",Purchase,PayPal,Desktop,51,167,361,14,8,No,0
TXN00002173,CUST00658,2023-08-21,18:59:05,117.67,Home Depot,Home Improvement,"New York, NY",Subscription,Crypto,Mobile,29,134,329,15,20,No,1
TXN00002174,CUST00211,2023-06-17,03:51:35,420.44,Venmo Transfer,Money Transfer,"Phoenix, AZ",Purchase,Debit Card,Desktop,59,48,357,11,47,No,0
TXN00002175,CUST00164,2023-04-15,05:49:06,19.97,Apple Store,Electronics,"Chicago, IL",Subscription,Bank Transfer,Mobile,26,126,250,19,7,No,0
TXN00002176,CUST00672,2024-04-12,16:47:05,215.3,Apple Store,Electronics,"Boston, MA",Purchase,Bank Transfer,Tablet,32,7,427,17,1,No,0
TXN00002177,CUST01354,2024-03-04,19:20:32,14.42,Airbnb,Travel,"Atlanta, GA",Purchase,Bank Transfer,Mobile,57,16,16,11,25,No,1
TXN00002178,CUST00606,2023-06-17,19:16:36,167.33,Apple Store,Electronics,"San Antonio, TX",Refund,Bank Transfer,Desktop,42,129,442,15,26,No,0
TXN00002179,CUST00628,2024-04-04,15:38:14,416.22,McDonald's,Food & Beverage,"Phoenix, AZ",Withdrawal,Debit Card,Mobile,22,115,140,19,9,No,1
TXN00002180,CUST00914,2023-10-06,21:27:35,17.22,Venmo Transfer,Money Transfer,"Houston, TX",Purchase,Debit Card,Mobile,28,37,307,10,23,No,0
TXN00002181,CUST01235,2023-08-04,11:01:51,7.73,Bank Transfer,Money Transfer,"Dallas, TX",Purchase,Crypto,Tablet,76,165,443,19,40,No,1
TXN00002182,CUST01470,2023-04-10,19:15:59,337.38,Uber,Transportation,"Denver, CO",Purchase,Credit Card,Mobile,51,125,495,13,2,No,0
TXN00002183,CUST00873,2024-04-28,08:45:01,208.37,Unknown Merchant,Unknown,"Seattle, WA",Transfer,PayPal,Tablet,41,81,425,1,26,No,0
TXN00002184,CUST00342,2023-11-24,18:55:48,32.52,Walmart,Retail,"Los Angeles, CA",Purchase,Debit Card,POS Terminal,77,62,474,12,14,No,0
TXN00002185,CUST01413,2023-02-27,18:09:52,162.92,CVS Pharmacy,Healthcare,"Atlanta, GA",Purchase,Credit Card,POS Terminal,32,72,319,13,44,No,0
TXN00002186,CUST00910,2024-03-03,01:55:15,63.45,Google Play,Subscription,"Seattle, WA",Purchase,Debit Card,POS Terminal,55,125,244,5,31,No,0
TXN00002187,CUST00720,2023-07-18,00:56:10,629.16,Airbnb,Travel,"Houston, TX",Withdrawal,Bank Transfer,Mobile,25,161,449,11,26,No,0
TXN00002188,CUST00916,2023-07-22,11:19:25,88.06,Uber,Transportation,"Las Vegas, NV",Purchase,Debit Card,Desktop,76,66,289,6,49,No,0
TXN00002189,CUST00087,2023-10-24,12:56:17,24.61,Uber,Transportation,"Denver, CO",Subscription,Credit Card,POS Terminal,22,30,350,3,19,No,0
TXN00002190,CUST01489,2024-05-19,16:34:15,358.28,Unknown Merchant,Unknown,"Los Angeles, CA",Purchase,Bank Transfer,Mobile,65,20,86,6,38,No,0
TXN00002191,CUST00723,2023-05-07,20:29:37,34.09,Lyft,Transportation,"Dallas, TX",Purchase,Crypto,Desktop,43,82,198,12,5,No,0
TXN00002192,CUST01260,2023-11-07,17:38:50,135.8,Bank Transfer,Money Transfer,"Chicago, IL",Refund,Debit Card,POS Terminal,35,107,357,10,6,No,0
TXN00002193,CUST00891,2023-12-21,05:43:08,265.73,Chase ATM,ATM,"Dallas, TX",Refund,Debit Card,Desktop,23,152,447,7,35,No,0
TXN00002194,CUST00563,2023-03-06,15:58:06,44.88,Walmart,Retail,"Phoenix, AZ",Purchase,Credit Card,Mobile,54,132,160,18,16,No,0
TXN00002195,CUST01310,2023-07-17,10:14:50,76.35,Home Depot,Home Improvement,International - Canada,Withdrawal,Credit Card,Mobile,77,37,139,1,31,Yes,0
TXN00002196,CUST00118,2024-06-09,11:21:09,65.99,Amazon,E-commerce,"Dallas, TX",Transfer,Credit Card,Tablet,65,132,492,17,18,No,0
TXN00002197,CUST00154,2023-11-27,08:58:29,962.36,Venmo Transfer,Money Transfer,"San Antonio, TX",Purchase,Bank Transfer,Mobile,30,77,75,9,14,No,0
TXN00002198,CUST01375,2024-06-23,10:42:17,364.26,Uber,Transportation,"Dallas, TX",Purchase,Credit Card,Mobile,45,89,18,5,25,No,0
TXN00002199,CUST01306,2023-04-22,06:15:38,113.19,Lyft,Transportation,International - UK,Withdrawal,Credit Card,POS Terminal,22,146,392,3,15,Yes,1
TXN00002200,CUST00832,2024-02-21,05:58:50,1724.17,McDonald's,Food & Beverage,"Phoenix, AZ",Purchase,Bank Transfer,Desktop,30,88,329,18,26,No,0
TXN00002201,CUST00745,2023-06-08,06:24:56,185.4,Apple Store,Electronics,"Denver, CO",Purchase,Credit Card,Desktop,34,176,400,13,36,No,0
TXN00002202,CUST01051,2023-02-24,19:17:50,81.19,Amazon,E-commerce,"San Jose, CA",Refund,PayPal,Desktop,67,33,49,13,11,No,0
TXN00002203,CUST01392,2024-05-04,00:00:06,21.59,Venmo Transfer,Money Transfer,"Los Angeles, CA",Transfer,Credit Card,POS Terminal,57,58,231,17,37,No,0
TXN00002204,CUST00328,2023-07-29,05:58:26,52.49,Walmart,Retail,International - UK,Purchase,Debit Card,POS Terminal,62,28,294,16,41,Yes,0
TXN00002205,CUST00064,2024-05-06,18:12:33,147.1,Uber,Transportation,"New York, NY",Transfer,Crypto,ATM,49,35,424,17,37,No,0
TXN00002206,CUST00293,2024-06-25,05:20:53,371.54,CVS Pharmacy,Healthcare,"San Diego, CA",Transfer,Credit Card,ATM,79,125,393,17,7,No,0
TXN00002207,CUST01245,2024-05-16,10:19:11,55.44,McDonald's,Food & Beverage,"New York, NY",Transfer,Gift Card,POS Terminal,46,138,11,4,18,No,0
TXN00002208,CUST01389,2023-05-30,14:50:07,812.73,Uber,Transportation,"New York, NY",Purchase,Debit Card,POS Terminal,68,65,334,8,20,No,0
TXN00002209,CUST00898,2023-10-17,01:14:04,19.15,Best Buy,Electronics,"Philadelphia, PA",Transfer,Bank Transfer,Desktop,75,42,478,0,2,No,0
TXN00002210,CUST00072,2024-03-13,19:03:04,77.43,Target,Retail,"San Antonio, TX",Transfer,Debit Card,Mobile,20,85,14,3,26,No,0
TXN00002211,CUST00259,2024-05-25,13:17:47,197.27,Bank Transfer,Money Transfer,"New York, NY",Refund,Bank Transfer,POS Terminal,73,137,27,6,23,No,0
TXN00002212,CUST00138,2024-05-18,03:19:43,142.22,Chase ATM,ATM,"Dallas, TX",Refund,Debit Card,ATM,57,111,387,10,32,No,0
TXN00002213,CUST00484,2024-02-02,05:41:54,215.31,Uber,Transportation,"New York, NY",Transfer,Debit Card,Tablet,51,15,291,13,13,No,0
TXN00002214,CUST01322,2024-04-14,20:59:11,141.77,Google Play,Subscription,"Houston, TX",Purchase,Gift Card,Mobile,57,69,374,9,13,No,0
TXN00002215,CUST00751,2023-05-08,09:59:04,264.51,Starbucks,Food & Beverage,International - UK,Purchase,PayPal,Tablet,44,105,320,18,17,Yes,0
TXN00002216,CUST00742,2023-11-22,23:31:22,90.68,Unknown Merchant,Unknown,"Philadelphia, PA",Transfer,Gift Card,Desktop,30,150,249,7,25,No,1
TXN00002217,CUST00785,2023-04-30,05:17:14,84.71,Unknown Merchant,Unknown,"Phoenix, AZ",Purchase,Credit Card,Mobile,62,64,491,2,22,No,0
TXN00002218,CUST01162,2023-09-03,17:23:02,45.15,CVS Pharmacy,Healthcare,International - Canada,Purchase,PayPal,POS Terminal,50,41,97,7,27,Yes,1
TXN00002219,CUST00067,2023-12-03,19:23:44,1649.88,Bank Transfer,Money Transfer,"Houston, TX",Purchase,Debit Card,POS Terminal,23,71,302,17,17,No,0
TXN00002220,CUST01240,2023-10-22,07:59:20,110.59,Uber,Transportation,"Boston, MA",Transfer,Debit Card,Mobile,41,56,336,4,26,No,0
TXN00002221,CUST00315,2023-01-21,02:59:41,204.92,Walmart,Retail,"Denver, CO",Subscription,Bank Transfer,Desktop,36,151,38,19,38,No,0
TXN00002222,CUST01391,2024-04-13,20:03:16,94.29,Amazon,E-commerce,"San Jose, CA",Subscription,Gift Card,POS Terminal,33,25,37,10,14,No,0
TXN00002223,CUST00922,2023-07-12,05:41:28,820.79,Uber,Transportation,"Dallas, TX",Refund,Credit Card,Desktop,57,105,299,8,14,No,1
TXN00002224,CUST00760,2023-03-02,05:09:47,809.71,Home Depot,Home Improvement,"Chicago, IL",Withdrawal,Crypto,Mobile,45,134,178,18,12,No,1
TXN00002225,CUST00762,2023-07-29,19:29:57,510.65,Shell Gas,Gas & Fuel,"San Antonio, TX",Withdrawal,Bank Transfer,Desktop,50,119,96,11,5,No,0
TXN00002226,CUST00910,2023-04-07,19:06:28,42.66,Apple Store,Electronics,"Dallas, TX",Purchase,Crypto,ATM,76,162,379,4,37,No,0
TXN00002227,CUST00158,2024-02-17,19:19:19,1004.81,Venmo Transfer,Money Transfer,"Los Angeles, CA",Refund,Gift Card,POS Terminal,76,9,468,15,4,No,0
TXN00002228,CUST01176,2023-03-27,10:21:52,157.65,Best Buy,Electronics,"Dallas, TX",Purchase,Bank Transfer,Desktop,65,60,281,12,29,No,0
TXN00002229,CUST00282,2024-06-15,06:17:50,1049.67,Best Buy,Electronics,"Denver, CO",Purchase,PayPal,Mobile,58,125,237,5,25,No,0
TXN00002230,CUST01085,2024-03-01,22:20:06,59.09,Lyft,Transportation,"Philadelphia, PA",Purchase,Credit Card,ATM,30,49,163,15,45,No,0
TXN00002231,CUST00752,2023-11-12,22:57:08,71.49,McDonald's,Food & Beverage,"San Antonio, TX",Subscription,Credit Card,Desktop,60,51,452,17,4,No,1
TXN00002232,CUST00816,2023-02-21,05:34:17,64.55,Home Depot,Home Improvement,"Miami, FL",Subscription,PayPal,Tablet,62,70,96,16,16,No,0
